"id","country_slug","country","ul_safety_index","institutions_resources","safety_frameworks","safety_outcomes","transport_injuries","transport_injuries_rating","falls","falls_rating","drowning","drowning_rating","fires_heat_hot_substances","fires_heat_hot_substances_rating","poisonings","poisonings_rating","exposure_to_mechanical_forces","exposure_to_mechanical_forces_rating","foreign_body","foreign_body_rating","other_unintentional_injuries","other_unintentional_injuries_rating","exposure_to_forces_of_nature_disaster","exposure_to_forces_of_nature_disaster_rating","unintentional_injuries","gdp_per_capita","gdp_per_capita_rating","government_effectiveness","government_effectiveness_rating","education","education_rating","network_readiness","network_readiness_rating","ul_standards_index","ul_standards_index_rating","consumer_protection_survey","consumer_protection_survey_rating","ul_labor_rights_index","ul_labor_rights_index_rating","iso_membership","iec_membership","ul_safety_index_rank","institutions_resources_rank","safety_frameworks_rank","safety_outcomes_rank","transport_injuries_rating_rank","falls_rating_rank","drowning_rating_rank","fires_heat_hot_substances_rating_rank","poisonings_rating_rank","exposure_to_mechanical_forces_rating_rank","foreign_body_rating_rank","other_unintentional_injuries_rating_rank","exposure_to_forces_of_nature_disaster_rating_rank","gdp_per_capita_rating_rank","government_effectiveness_rating_rank","education_rating_rank","network_readiness_rating_rank","ul_standards_index_rating_rank","consumer_protection_survey_rating_rank","ul_labor_rights_index_rating_rank"
169,"Tonga","Tonga",NULL,52.2274211088827,NULL,80.9945659252715,830.782484263,0.827522949081735,139.468733687,0.950810602677814,477.930810302,0.83476714054384,251.981103793,0.764557711771677,139.540608507,0.906573057660835,147.273950279,0.852314716203044,511.553650722,0.307202020866558,542.900338769,0.845762734468934,0,1,3041.431680322,1926.732502,0.458774718982487,-0.5,0.405345211581292,0.664,0.702702702702703,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79,NULL,127,64,24,122,121,126,66,178,182,1,86,108,47,NULL,NULL,NULL,NULL
170,"Trinidad-and-Tobago","Trinidad and Tobago",71.6038889096896,63.703240801618,62.5,92.2079328625586,853.925477713,0.819306440632165,188.869424163999,0.915108662953388,280.532566831,0.905914849002309,120.383303147,0.900127572356551,32.821038621,0.982264965057757,101.840787102,0.912726039000595,110.419013072,0.874737391156524,58.4414287,0.98852803747099,0,1,1747.23303935,6430.967549,0.660372748379745,0.47,0.621380846325167,0.607,0.629343629343629,NULL,NULL,5,0.625,NULL,NULL,NULL,NULL,"Member body",NULL,56,51,59,28,69,45,85,80,43,21,70,9,1,46,49,68,NULL,59,NULL,NULL
171,"Tunisia","Tunisia",75.7049138344072,54.6962830018008,87.5,90.6580433327767,1092.003937811,0.734780915302769,181.70758849,0.920284530397354,126.880477183,0.961295251006325,62.553031603,0.95970335411217,76.680461643,0.951157236743166,199.171388522,0.783308011082169,94.690761762,0.896990116534538,180.63201569,0.952519666455289,1.927257836,0.999184818316118,2016.24692054,2247.912995,0.484562262458307,0.52,0.632516703786192,0.525,0.523809523809524,NULL,NULL,7,0.875,NULL,NULL,NULL,NULL,"Member body","Associate member",44,73,51,44,110,42,43,30,91,91,61,112,99,77,47,90,NULL,51,NULL,NULL
172,"Turkey","Turkey",78.1079045749286,53.1166564051101,100,89.7127628814932,856.393575668,0.818430186324551,269.86412704,0.856573691637083,116.436404642,0.965059579478556,79.086452024,0.942670899994676,48.134921235,0.97140344279015,264.925672673,0.695876210005662,78.329461394,0.920138495635323,317.175849341,0.912281534017038,19.588350551,0.99171461945135,2049.934814568,4215.162413,0.589716080351875,0.02,0.521158129175947,0.493,0.482625482625483,NULL,NULL,8,1,NULL,NULL,NULL,NULL,"Member body","Full member",40,76,1,55,70,64,38,46,73,116,50,174,151,58,70,96,NULL,1,NULL,NULL
173,"Turkmenistan","Turkmenistan",41.6232506042382,24.7035982512364,37.5,77.8424502556593,893.512740730999,0.805251686575153,405.438384041,0.758594009472777,921.254698187,0.674981125363056,623.829849064,0.381485332844482,146.151240915,0.901884401432218,146.056886296999,0.853933015259077,246.785627678,0.681802476413179,174.50475134,0.954325311337281,15.218008775,0.99356316431211,3572.752187028,645.2771015,0.275809158788648,-1.34,0.21826280623608,NULL,NULL,NULL,NULL,3,0.375,NULL,NULL,NULL,NULL,"Correspondent member",NULL,118,161,94,140,78,122,168,185,132,61,132,107,140,127,171,NULL,NULL,94,NULL,NULL
174,"Uganda","Uganda",44.6776926578874,31.7559266504631,37.5,74.8886757166442,1313.690282404,0.656075119207803,402.231747285,0.760911449797506,588.83712627,0.794793480718172,389.622664079,0.622761670750798,309.439003468,0.786070945517667,306.953536347,0.639992827441914,354.896835051,0.52884402219346,187.221856322,0.950577704866785,0.1097133577,0.999953594003872,3853.0027645837,260.6844737,0.124210133629747,-0.38,0.432071269487751,0.426,0.396396396396396,NULL,NULL,3,0.375,NULL,NULL,NULL,NULL,"Correspondent member",NULL,111,137,94,151,141,121,140,156,169,135,155,120,58,164,100,111,NULL,94,NULL,NULL
175,"Ukraine","Ukraine",69.1077156335334,45.9482389985141,100,71.8308062697166,1217.06742793299,0.690379346182499,855.971872807,0.432992903406286,874.440558254999,0.691854217651262,445.313425735,0.565389976417707,510.609662159999,0.643388671920067,244.799233042,0.722637825448922,176.213739906,0.781649357483794,235.060020349999,0.936480265763959,0,1,4559.47594018799,635.7128467,0.273311490209499,-0.75,0.349665924276169,0.705,0.755469755469755,NULL,NULL,8,1,NULL,NULL,NULL,NULL,"Member body","Full member",62,96,1,169,128,183,165,169,185,110,106,153,1,129,134,33,NULL,1,NULL,NULL
176,"United-Arab-Emirates","United Arab Emirates",61.2588153268714,75.0456287252376,37.5,81.6862789777154,2075.27577876999,0.385687726173232,499.127013609,0.690885121734493,155.285024084,0.951057477932604,154.32711225,0.865159226037511,58.481929591,0.964064725072733,303.040049039,0.645196492088962,86.445297347,0.908656006888446,219.52483803,0.941058332066405,0,1,3551.50704271999,34207.53895,0.939917416675393,0.76,0.685968819599109,0.604,0.625482625482625,NULL,NULL,3,0.375,NULL,NULL,NULL,NULL,"Correspondent member",NULL,81,30,94,119,171,151,51,97,78,133,56,140,1,6,35,70,NULL,94,NULL,NULL
177,"United-Kingdom","United Kingdom",94.9391180268286,91.7204065473165,100,93.2974142776444,510.662049055,0.941176019348961,510.777113958999,0.682465579892809,32.864118111,0.995181309909195,61.069795629,0.961231359088108,33.179720049,0.982010566717675,106.270879040999,0.90683545830061,46.434454271,0.965264353586655,145.899807103,0.962754908660139,0.3599989441,0.999847729483847,1447.5179361621,26400.65644,0.896587588610922,1.86,0.930957683741648,0.836,0.924066924066924,NULL,NULL,8,1,NULL,NULL,NULL,NULL,"Member body","Full member",6,9,1,13,11,153,4,27,46,24,22,77,72,11,13,7,NULL,1,NULL,NULL
178,"Tanzania","Tanzania",52.3655317324581,28.0633184077287,62.5,81.8686280019737,754.185114056,0.854717483828523,345.813459717,0.801685015564687,317.529030144,0.892580315019111,318.448618054,0.696083986545625,141.681393143,0.905054685045598,235.598068684,0.734872379930171,357.263581827,0.525495489352296,152.435142081,0.960829009354827,7.427969103,0.996858155536795,2630.382376809,308.4062816,0.152327702303662,-0.42,0.423162583518931,0.325,0.266409266409266,NULL,NULL,5,0.625,NULL,NULL,NULL,NULL,"Member body",NULL,100,148,59,118,45,97,91,144,127,106,156,85,122,156,102,133,NULL,59,NULL,NULL
179,"United-States-of-America","United States of America",95.1281892894166,93.9708418962946,100,91.6082470909667,990.134291351,0.770947922509582,384.110887535,0.77400741741056,76.988351066,0.979277733428298,98.677852657,0.922488165637109,38.861771463,0.977980515716604,126.27101969,0.880241779404951,51.507278113,0.958087194878916,72.271586396,0.984452425250844,6.480091542,0.997259083950138,1845.303129813,36449.85512,0.950536974046657,1.84,0.926503340757238,0.85,0.942084942084942,NULL,NULL,8,1,NULL,NULL,NULL,NULL,"Member body","Full member",5,3,1,34,94,119,25,66,61,41,28,16,117,5,14,5,NULL,1,NULL,NULL
180,"Uruguay","Uruguay",74.9757203258243,66.0497211299892,75,85.0804325209462,859.083328396,0.817475237429776,378.107279539,0.778346232288099,215.983414091,0.929180123402086,121.036975179,0.899454170325427,39.462532732,0.977554419861931,324.613554403,0.61651075010481,237.698084675,0.694659760724123,189.219065942,0.949989146723604,14.021905372,0.994069086025303,2379.226140329,6871.903885,0.671464775988632,0.43,0.612472160356347,0.66,0.697554697554698,NULL,NULL,6,0.75,NULL,NULL,NULL,NULL,"Member body","Pre-associate",46,47,56,98,71,111,70,82,62,145,126,121,138,44,52,48,NULL,56,NULL,NULL
181,"Uzbekistan","Uzbekistan",52.5612175007991,27.8345800277898,62.5,83.4702201583226,754.362950100999,0.854654346301845,437.042675912,0.735753548893851,691.035296768,0.757958473923145,316.18855428,0.698412266571963,110.168370884,0.927405606860344,200.226390733999,0.781905201444352,150.661764201,0.817800935114521,228.445720859,0.938429435139013,0,1,2888.131723739,558.221144,0.251569106123725,-0.95,0.305122494432071,NULL,NULL,NULL,NULL,5,0.625,NULL,NULL,NULL,NULL,"Member body",NULL,99,150,59,108,46,134,148,143,112,93,95,145,1,133,153,NULL,NULL,59,NULL,NULL
182,"Vanuatu","Vanuatu",NULL,40.3858555996397,NULL,82.831702215618,1144.183147699,0.716255614335851,150.196719915,0.943057473845438,964.323151857,0.659458080519344,149.506458547,0.870125383125514,142.439478077,0.904517005830018,255.981902592,0.707768513856165,213.375245221,0.729072325485169,194.661610294,0.948385282128761,56.236149976,0.976213520279362,3270.903864178,1469.888862,0.413507757872526,-0.55,0.394209354120267,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,110,NULL,109,123,27,174,93,128,112,120,130,175,98,118,NULL,NULL,NULL,NULL,NULL
183,"Venezuela","Venezuela",64.6753778122849,48.8911290467348,62.5,88.5333380846884,1322.563365102,0.652924888918046,172.600930091,0.926865923614994,199.297512881,0.935194177092642,48.63133363,0.974045255299268,33.537691343,0.981756672047137,233.846157789,0.737201851338051,154.461653437,0.812424756290254,119.667081162,0.970485436450418,54.136861581,0.977101466571146,2338.742587016,4785.153059,0.610929610252572,-0.76,0.347438752783964,0.513,0.508365508365508,NULL,NULL,5,0.625,NULL,NULL,NULL,NULL,"Member body",NULL,72,90,59,68,142,38,63,17,47,105,99,52,172,55,135,94,NULL,59,NULL,NULL
184,"Vietnam","Vietnam",57.3338003412676,34.4870573709155,62.5,87.4371578269362,1313.346810639,0.656197062752635,352.956866845,0.796522466453565,716.624036430999,0.748735594543115,41.17556382,0.981726065075212,58.484543115,0.964062871405061,114.013964776,0.896539673920291,94.106880715,0.897816206119211,181.93165306,0.952136676032233,57.668698719,0.975607588122933,2930.30901812,433.3337077,0.209211073900539,-0.44,0.418708240534521,0.434,0.406692406692407,NULL,NULL,5,0.625,NULL,NULL,NULL,NULL,"Member body",NULL,92,130,59,82,140,101,152,6,79,32,60,114,177,143,106,108,NULL,59,NULL,NULL
185,"Yemen","Yemen",NULL,25.6121327738648,NULL,72.9284274875209,2362.02944070099,0.283880935651869,372.156826779,0.782646631811248,751.674408093,0.736102485045687,257.112644613,0.759271283958005,271.869357675,0.812717587303579,421.983236446999,0.487040757673538,175.706995651,0.782366311995847,282.087107189,0.922621843176752,7.303891471,0.99691063726036,4901.92390861899,541.5129915,0.246486394523209,-0.78,0.342984409799555,0.257,0.178893178893179,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,158,NULL,160,180,108,156,122,161,166,105,171,121,134,138,145,NULL,NULL,NULL,NULL
186,"Zambia","Zambia",NULL,32.3359008565653,NULL,73.5216707501279,1225.772034377,0.687288930391996,367.650273256,0.785903523581171,617.618951945999,0.784419726088489,428.753439337,0.58244979836187,282.109086402,0.805454958721009,349.813746288,0.583002695193598,415.406515821999,0.443233404562229,205.479585566,0.945197330611148,0,1,3892.603632994,340.1613797,0.168719511644567,-0.86,0.325167037861915,0.488,0.476190476190476,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,134,NULL,156,129,106,142,164,163,148,165,133,1,154,148,98,NULL,NULL,NULL,NULL
187,"Zimbabwe","Zimbabwe",57.3953259923377,34.7273357887395,62.5,87.1120225111842,1492.723450065,0.592512575407316,130.934850313,0.956978050680908,141.474150587,0.956035293255797,182.796560694,0.83583047481572,111.030042171,0.926794458002343,267.537636681999,0.692403147822682,78.714580741,0.919593619100886,102.933775633999,0.975416577945144,36.603049375,0.984517828975783,2544.748096262,535.1974215,0.244524209551177,-0.78,0.342984409799555,0.471,0.454311454311454,NULL,NULL,5,0.625,NULL,NULL,NULL,NULL,"Member body",NULL,91,129,59,84,155,18,46,102,114,117,52,37,165,135,138,102,NULL,59,NULL,NULL
