"id","country_slug","country","ul_safety_index","institutions_resources","safety_frameworks","safety_outcomes","transport_injuries","transport_injuries_rating","falls","falls_rating","drowning","drowning_rating","fires_heat_hot_substances","fires_heat_hot_substances_rating","poisonings","poisonings_rating","exposure_to_mechanical_forces","exposure_to_mechanical_forces_rating","foreign_body","foreign_body_rating","other_unintentional_injuries","other_unintentional_injuries_rating","exposure_to_forces_of_nature_disaster","exposure_to_forces_of_nature_disaster_rating","unintentional_injuries","gdp_per_capita","gdp_per_capita_rating","government_effectiveness","government_effectiveness_rating","education","education_rating","network_readiness","network_readiness_rating","ul_standards_index","ul_standards_index_rating","consumer_protection_survey","consumer_protection_survey_rating","ul_labor_rights_index","ul_labor_rights_index_rating","iso_membership","iec_membership","ul_safety_index_rank","institutions_resources_rank","safety_frameworks_rank","safety_outcomes_rank","transport_injuries_rating_rank","falls_rating_rank","drowning_rating_rank","fires_heat_hot_substances_rating_rank","poisonings_rating_rank","exposure_to_mechanical_forces_rating_rank","foreign_body_rating_rank","other_unintentional_injuries_rating_rank","exposure_to_forces_of_nature_disaster_rating_rank","gdp_per_capita_rating_rank","government_effectiveness_rating_rank","education_rating_rank","network_readiness_rating_rank","ul_standards_index_rating_rank","consumer_protection_survey_rating_rank","ul_labor_rights_index_rating_rank"
1,"Afghanistan","Afghanistan",NULL,6.94980694980695,NULL,42.8924413242282,3161.621466279,0,1455.103140324,0,1670.762337744,0.404838138835259,221.728952602,0.795722973647055,210.974086076,0.85590815922685,675.013568252,0.150592753983105,264.051486738,0.657374304933404,3412.906453013,0,9.732519538,0.995883388554868,11081.894010566,NULL,NULL,-2.32,0,0.226,0.138996138996139,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,184,NULL,187,187,187,184,113,148,184,137,187,129,NULL,183,148,NULL,NULL,NULL,NULL
2,"Albania","Albania",61.9541628411075,42.7768530432026,62.5,88.9452232838446,603.942433372,0.908058476988863,234.205974266,0.882343882473069,211.667222902,0.930735796375494,60.9201437329999,0.961385527976778,58.220757637,0.964249963856753,405.455799772999,0.509016870321458,33.935336978,0.982948418973623,457.653868942999,0.870884035453637,10.7639411,0.995447123126342,2076.765478704,1175.788981,0.376167463667973,-0.83,0.33184855233853,0.565,0.575289575289575,NULL,NULL,5,0.625,NULL,NULL,NULL,NULL,"Member body",NULL,77,105,59,61,19,54,69,26,76,163,10,180,134,108,143,80,NULL,59,NULL,NULL
3,"Algeria","Algeria",60.8023155523418,40.9624116623928,62.5,87.8000618209099,1531.209051609,0.578848946674228,228.295242414,0.886615575647187,144.607247785,0.954906039610498,236.253603362,0.780759920549579,91.071194038,0.940950467872379,129.167665727,0.876390182761994,70.093449904,0.931791011753285,170.942104887,0.955375188405864,8.586252807,0.996368230606876,2610.225812533,1757.011974,0.443351544306434,-0.96,0.302895322939866,0.493,0.482625482625483,NULL,NULL,5,0.625,NULL,NULL,NULL,NULL,"Member body",NULL,82,109,59,76,158,53,49,117,103,47,45,106,124,91,154,96,NULL,59,NULL,NULL
4,"Andorra","Andorra",NULL,84.622788646066,NULL,92.8138956321432,505.247572437,0.943098333027954,670.913187787,0.566735042519541,23.03107176,0.998725407884628,38.351217518,0.984635659555713,19.581570814,0.991655188165875,96.05094092,0.920424650371464,35.874114837,0.980205387315814,128.878443501999,0.967770938051897,0,1,1517.928119575,21432.96007,0.861720806328893,1.41,0.830734966592428,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,20,9,171,2,4,16,16,12,63,1,22,21,NULL,NULL,NULL,NULL,NULL
5,"Angola","Angola",NULL,22.995479750691,NULL,49.2235494455567,2265.250682831,0.318240513357135,310.522201471,0.82719005127435,2075.96439868199,0.258792269371266,994.138047099,0,480.267871171,0.664908886406026,685.875909402999,0.136149374924208,510.55396907,0.308616395600846,267.650559545,0.926876152584346,25.188713335,0.989345806581929,7615.41235260699,606.2722922,0.265380411243876,-1.46,0.191536748329621,0.299,0.232947232947233,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,166,NULL,186,177,81,186,187,184,185,177,167,157,131,174,136,NULL,NULL,NULL,NULL
6,"Antigua-and-Barbuda","Antigua and Barbuda",NULL,69.4174977868661,NULL,90.658340222856,421.387748792999,0.972871272774884,90.637069661,0.986101306286733,276.355445385,0.907420397448992,188.697152771,0.829751783216619,41.416106978,0.976168828062047,319.317914546,0.623552227881175,115.870556328,0.867024410700458,31.8631588019999,0.996360393686129,0,1,1485.545153264,10094.75906,0.735788708521286,0.61,0.652561247216036,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41,NULL,43,3,6,82,103,66,142,73,4,1,38,43,NULL,NULL,NULL,NULL,NULL
7,"Argentina","Argentina",71.1056683557175,66.1028415108425,62.5,87.0186863552888,870.172865689,0.813538094334324,332.117732614,0.811582934374975,170.854455791,0.945445830288351,112.127396277999,0.90863266999297,58.228039416,0.964244799183185,235.981866716999,0.734362053436498,217.544427142,0.723173662085761,253.69185023,0.930989647709432,0.6807009868,0.999712080570501,2251.3993348638,7669.273709,0.689826666988746,0.06,0.530066815144766,0.711,0.763191763191763,NULL,NULL,5,0.625,NULL,NULL,NULL,NULL,"Member body",NULL,58,46,59,87,74,89,53,77,77,107,122,161,82,41,65,31,NULL,59,NULL,NULL
8,"Armenia","Armenia",62.2873750648361,45.5705019733169,62.5,84.8469543128514,695.376936346,0.875596281988407,387.46939972,0.771580216526628,422.431435436,0.854770628280921,229.148706421,0.788079266944678,86.951081175,0.943872698552509,163.288181648,0.831020999610644,150.436849799,0.818119149665053,231.398525648,0.937559272444829,435.894960537999,0.815627374142959,2802.396076731,621.4248263,0.269509340212941,-0.57,0.389755011135857,0.668,0.707850707850708,NULL,NULL,5,0.625,NULL,NULL,NULL,NULL,"Member body",NULL,75,100,59,101,32,120,109,115,99,75,94,149,186,130,120,44,NULL,59,NULL,NULL
9,"Australia","Australia",95.6003562644201,92.4811970613976,100,94.4767814307929,674.936687574,0.882853228982292,339.149916545,0.806500766405025,72.539725807,0.980881139250978,54.323766381,0.968181005967945,24.857095559,0.987913470213907,107.068591751,0.905774759976881,29.4097379079999,0.989351350316135,81.629509805,0.981694736738591,0.5677147328,0.999759870919602,1384.4827460628,21665.11545,0.863522771530123,1.77,0.910913140311804,0.895,1,NULL,NULL,8,1,NULL,NULL,NULL,NULL,"Member body","Full member",4,6,1,4,26,93,22,23,25,27,6,22,77,21,17,1,NULL,1,NULL,NULL
10,"Austria","Austria",92.1631647209489,87.4285169967895,100,89.5403991399502,818.99240613,0.83170880675007,758.710922673,0.503283511608236,48.395449994,0.989583394480197,79.219805775,0.942533521183307,16.685649462,0.993709148944001,147.312984336,0.852262813609154,33.8642625139999,0.983048976912177,144.918484147999,0.963044094938071,1.27276071,0.999461654170306,2049.372725742,24517.26745,0.884208495087405,1.95,0.951002227171492,0.73,0.787644787644788,NULL,NULL,8,1,NULL,NULL,NULL,NULL,"Member body","Full member",19,17,1,57,59,176,12,48,8,67,9,76,95,14,9,28,NULL,1,NULL,NULL
11,"Azerbaijan","Azerbaijan",50.4510937043697,41.5339040519686,37.5,82.4475459808495,565.267680213,0.92178926064062,305.35061378,0.830927564054857,403.424492106,0.861621248828252,464.954553172,0.545156014335569,89.969538385,0.941731828008662,259.708031081,0.702813975470687,254.574348218999,0.670782798775224,159.011909273,0.958890900381238,31.761819264,0.986565547781345,2534.022985493,655.0974326,0.278335472362933,-0.98,0.298440979955457,0.638,0.669240669240669,NULL,NULL,3,0.375,NULL,NULL,NULL,NULL,"Correspondent member",NULL,105,108,94,112,15,80,104,174,102,113,135,93,160,125,157,58,NULL,94,NULL,NULL
12,"Bahamas","Bahamas",NULL,78.7722754006398,NULL,88.2694659252454,1236.961688846,0.683316242472823,171.486113685999,0.927671602801071,449.687149376,0.844946925926065,194.418011233,0.82385825019166,36.439186078,0.979698758292154,125.764217227999,0.880915661762807,144.090806134,0.827097691788445,67.695253529,0.985801025792224,21.406059386,0.990945774244838,2447.948485496,21241.16539,0.860217331451336,1.25,0.795100222717149,0.668,0.707850707850708,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24,NULL,71,134,37,113,105,54,40,92,14,152,23,23,44,NULL,NULL,NULL,NULL
13,"Bahrain","Bahrain",61.4299131396603,70.5709775688142,37.5,87.5956021787619,2200.705185533,0.341156244853864,171.332410537,0.927782684255764,99.513563327,0.971159032842463,101.811520289999,0.919259913477578,35.413264413,0.980426403350569,137.998140417,0.864648524914511,65.380358137,0.938459212477274,220.699468628,0.940712179916546,0,1,3032.853911282,13590.52105,0.785524416394928,0.55,0.639198218262806,0.656,0.692406692406692,NULL,NULL,3,0.375,NULL,NULL,NULL,NULL,"Correspondent member",NULL,80,39,94,78,175,36,30,70,52,57,38,142,1,31,46,50,NULL,94,NULL,NULL
14,"Bangladesh","Bangladesh",52.1098926207024,28.7786215910256,62.5,78.6702497117022,555.934989825,0.925102666471024,364.446942694,0.788218574515433,2793.979644775,0,151.954905596,0.867603033789484,37.984622759,0.978602642085248,165.578396991,0.827975758454467,204.842002131,0.741145372343523,120.134290773,0.970347754347161,44.14760333,0.98132667204686,4439.003398874,406.5317405,0.198532192258432,-0.56,0.391982182628062,0.33,0.272844272844273,NULL,NULL,5,0.625,NULL,NULL,NULL,NULL,"Member body",NULL,101,144,59,135,14,104,187,94,58,76,117,53,170,146,119,132,NULL,59,NULL,NULL
15,"Barbados","Barbados",77.0859328925075,77.2584107426094,62.5,94.8636018580059,581.562193110999,0.916004183476886,135.917670559,0.95337696036491,196.810229681,0.936090661766748,103.154859971,0.917876027330717,24.505052716,0.988163160072108,123.464129865,0.883974029493166,62.66599521,0.942299561388306,19.717558462,0.999939583327692,0,1,1247.797689575,11568.05194,0.758574627243127,1.41,0.830734966592428,0.684,0.728442728442729,NULL,NULL,5,0.625,NULL,NULL,NULL,NULL,"Member body",NULL,41,25,59,3,16,22,60,71,24,38,36,2,1,34,21,36,NULL,59,NULL,NULL
16,"Belarus","Belarus",64.6789639747336,38.0699076860843,100,71.0734407419145,1457.313541323,0.605084234082576,915.283989161,0.390127964018757,893.53909716,0.684970583561604,462.376186624,0.547812204573804,422.311900184,0.706014730383215,218.882993795,0.757097990345424,183.842983097,0.770855312410045,241.282209754,0.934646647396878,0,1,4794.832901098,1273.049124,0.389460514523468,-0.65,0.371937639198218,NULL,NULL,NULL,NULL,8,1,NULL,NULL,NULL,NULL,"Member body","Full member",71,122,1,171,153,185,166,172,179,101,110,156,1,104,127,NULL,NULL,1,NULL,NULL
17,"Belgium","Belgium",92.845036564933,90.3648377421953,100,88.5679518537147,1059.874333441,0.746187960219315,704.983016476,0.54211273545194,43.783333967,0.991245726832784,78.573456267,0.943199379672267,28.347165789,0.985438103484636,128.280650824,0.877569623942935,74.458512245,0.925615211811023,155.353709124,0.959968936189558,0.5248793059,0.999777989229865,2274.1790574389,23207.40591,0.875024897681927,1.78,0.913140311804009,0.835,0.922779922779923,NULL,NULL,8,1,NULL,NULL,NULL,NULL,"Member body","Full member",16,12,1,67,106,175,9,43,37,45,47,91,75,19,16,8,NULL,1,NULL,NULL
18,"Belize","Belize",NULL,56.3561584262585,NULL,81.1606325326797,1279.089320451,0.668359575704942,130.128953605999,0.957560473221558,527.233630419,0.816997060070049,123.102485668,0.897326315850233,72.170887142,0.95435569693087,393.407000229,0.525037852962262,253.778113984,0.671909330989059,125.555996783,0.968750030607917,368.43654234,0.844160591604287,3272.902930622,3364.464523,0.552012513892798,-0.01,0.514476614699332,0.603,0.624195624195624,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66,NULL,124,137,17,129,84,88,161,134,60,185,68,73,71,NULL,NULL,NULL,NULL
19,"Benin","Benin",29.2527198045178,27.7851752384148,12.5,72.0734980365676,1385.968085378,0.630414170025265,380.231719464,0.776810896943225,665.225600824,0.767260991970602,345.390383154,0.668329029239441,241.132173687,0.834518238173397,439.464394003,0.463796506599137,439.606280997,0.408994968385327,234.173773788,0.936741433958678,0.5943898941,0.99974858799601,4131.7868011891,369.7008681,0.182647906913245,-0.27,0.456570155902004,0.269,0.194337194337194,NULL,NULL,1,0.125,NULL,NULL,NULL,NULL,"Subsciber member",NULL,132,152,125,167,151,116,147,150,154,172,168,152,79,150,93,142,NULL,125,NULL,NULL
20,"Bhutan","Bhutan",NULL,49.8800895376364,NULL,72.4412292426212,801.219046116,0.838018922295312,470.1142665,0.711852669728743,386.398565024,0.867757857112931,327.870086767,0.686378146526596,94.708136749,0.938370930387521,190.645863768,0.794644184747338,212.265853769999,0.730641920401302,182.239350396999,0.952046000636164,2364.206500351,0,5029.667669442,778.391266,0.307178628169209,0.78,0.690423162583519,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,NULL,162,49,146,103,147,106,86,119,115,187,121,33,NULL,NULL,NULL,NULL,NULL
21,"Bolivia","Bolivia",50.2861809243135,47.9843505554964,37.5,70.6667424283575,1551.044266671,0.571806806144392,216.979067773,0.894793788968561,638.930220157,0.776738564033067,299.937953241,0.715153364876516,298.785953782,0.793626726066528,543.56562905,0.325375739162197,445.978436619,0.39997948240869,361.601309851,0.899189785266225,39.381624083,0.983342561626003,4396.204461227,1007.002869,0.350248743641471,-0.33,0.443207126948775,0.62,0.646074646074646,NULL,NULL,3,0.375,NULL,NULL,NULL,NULL,"Correspondent member",NULL,106,91,94,172,159,51,144,134,166,179,169,177,166,114,97,63,NULL,94,NULL,NULL
22,"Bosnia-and-Herzegovina","Bosnia and Herzegovina",66.9717398607609,36.8294006079778,87.5,93.2120460437514,478.706229477999,0.952521365063838,122.343224939,0.963187228898371,19.49473517,1,33.697733306,0.989429601420682,471.442658453999,0.671168255558722,65.379857551,0.961207210695004,118.242739699999,0.863668186026592,60.564815067,0.987902296274421,0,1,1369.871993665,1451.664002,0.411420974297642,-0.86,0.325167037861915,NULL,NULL,NULL,NULL,7,0.875,NULL,NULL,NULL,NULL,"Member body","Associate member",66,126,51,15,6,16,1,2,182,3,75,12,1,100,148,NULL,NULL,51,NULL,NULL
23,"Botswana","Botswana",66.2102042681682,59.0062023411504,62.5,78.7040537281979,1777.011342347,0.491581212569908,99.103350658,0.979982714604584,451.617827639,0.844251056845531,352.262123488,0.66124987689432,170.997891109,0.884261669747514,459.803082049,0.436752669830853,153.154227883,0.814274534834094,116.345612332,0.971464240832113,1.071318002,0.99954685937889,3581.366775507,3333.17955,0.550449948493937,0.51,0.630289532293987,0.576,0.589446589446589,NULL,NULL,5,0.625,NULL,NULL,NULL,NULL,"Member body",NULL,68,61,59,134,167,10,114,152,138,175,97,51,91,70,48,78,NULL,59,NULL,NULL
24,"Brazil","Brazil",79.1926741387471,56.4305968253182,100,88.0116942263781,1483.39411243799,0.595824790899527,352.684617974,0.796719221047248,321.154249832,0.891273687012071,79.056282993,0.942701979627516,18.941237067,0.992109351190827,133.231910877,0.870986059242606,111.172278412,0.873671652415617,149.014277849,0.961837104589448,9.625549137,0.995928634349169,2658.27451657899,3728.50801,0.569196665225389,0.05,0.527839643652561,0.581,0.595881595881596,NULL,NULL,8,1,NULL,NULL,NULL,NULL,"Member body","Full member",36,65,1,75,154,100,93,45,14,53,71,83,127,65,69,77,NULL,1,NULL,NULL
25,"Brunei","Brunei",63.018303173507,74.2062806844899,37.5,89.9348849004018,1134.822983295,0.719578774327275,445.991521701,0.729286207043421,260.486453772,0.913140014650031,94.106025063,0.927197986215372,18.383616407,0.992504849143119,130.505254492,0.874611624964071,54.276722949,0.954168914698215,74.990221765,0.983651269994659,0,1,2213.562799444,18154.83493,0.833956863492448,0.88,0.712694877505568,0.646,0.67953667953668,NULL,NULL,3,0.375,NULL,NULL,NULL,NULL,"Correspondent member",NULL,74,31,94,51,120,135,78,62,12,50,30,20,1,27,32,56,NULL,94,NULL,NULL
26,"Bulgaria","Bulgaria",78.6676731244026,55.1534459970052,100,88.2706371212318,822.890363634,0.83032490622584,512.847909704,0.680969013262753,142.680702264999,0.955600419137786,96.067250706,0.925177564250174,66.633411916,0.95828320584481,151.655357331,0.84648887056041,105.525203980999,0.881661275293932,453.491369262,0.87211068340221,14.796615869,0.993741402932949,2366.588184668,1609.280586,0.42866156154072,-0.04,0.507795100222717,0.676,0.718146718146718,NULL,NULL,8,1,NULL,NULL,NULL,NULL,"Member body","Full member",39,71,1,70,60,155,48,63,86,71,65,179,139,96,77,40,NULL,1,NULL,NULL
27,"Burkina-Faso","Burkina Faso",27.8642326417783,23.9770432538481,12.5,72.1831154742342,1094.875112176,0.733761555880611,454.652588814,0.723026843195834,470.179552212,0.837560905275868,368.859642185,0.644151389801364,216.58653859,0.851927471931979,374.914705752999,0.549626587110154,579.651724547,0.210855153962418,204.041437246,0.945621138856593,0.1197549409,0.999949346666257,3763.8810564639,226.8016078,0.100921711402129,-0.62,0.378619153674833,NULL,NULL,NULL,NULL,1,0.125,NULL,NULL,NULL,NULL,"Subsciber member",NULL,133,164,125,166,112,138,119,154,149,156,183,132,60,168,123,NULL,NULL,125,NULL,NULL
28,"Burundi","Burundi",NULL,9.6954719253712,NULL,66.9661973684806,1516.945566982,0.583912943352586,511.968042701,0.681604894227235,846.57035768,0.701899397741633,494.041200727,0.515191434877891,426.386669278,0.703124660218424,404.988601804,0.509638091591164,446.719489992,0.398931021465715,247.960304840999,0.932678678083575,0.05522406923,0.999976641605028,4895.63545807423,128.6355365,0.00606997764401601,-1.44,0.195991091314031,0.187,0.0888030888030888,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,182,NULL,176,156,154,162,175,180,162,170,159,52,177,173,151,NULL,NULL,NULL,NULL
29,"Cabo-Verde","Cabo Verde",NULL,46.136133877673,NULL,84.6861651529505,667.478796095,0.885501020785266,149.928359315,0.94325141838089,737.400306389,0.741247260443306,120.407389477,0.900102759020887,91.892696219,0.940367809348951,368.235399947,0.558507890345365,225.678924471,0.711664770754953,213.688751683,0.942778169638506,3.939323506,0.998333765047421,2578.649947102,1229.044456,0.38357666838409,0.3,0.583518930957684,0.442,0.416988416988417,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95,NULL,102,24,26,154,81,104,153,123,138,108,105,57,107,NULL,NULL,NULL,NULL
30,"Cambodia","Cambodia",29.8570132835591,27.9263239386257,12.5,76.2456901060334,1517.076324672,0.583866520159016,259.536434896,0.864037527442965,1267.17928797,0.550300472537934,319.203617983,0.695306198204075,121.324928476999,0.91949270836291,222.118082456,0.752796375143837,283.562811092,0.629769192702341,207.790709100999,0.944516265107157,184.34462836,0.92202684988277,4382.136825007,299.5622376,0.147461145870288,-0.85,0.32739420935412,0.4,0.362934362934363,NULL,NULL,1,0.125,NULL,NULL,NULL,NULL,"Subsciber member",NULL,131,149,125,146,157,60,180,146,117,102,143,135,183,157,146,118,NULL,125,NULL,NULL
31,"Cameroon","Cameroon",44.5192401577651,31.1312445898469,37.5,75.5814951025443,1054.389309138,0.748135320599858,425.962219015,0.743761408711924,488.570937886999,0.830932148488859,298.953894526,0.716167125761158,190.901092719,0.870145127722695,389.03511595,0.530851036415575,430.773291737,0.421492103660928,213.011936285,0.942977620517339,5.029453678,0.997872667350651,3496.627250935,583.0948382,0.25886073388829,-0.67,0.367483296213808,0.357,0.307593307593308,NULL,NULL,3,0.375,NULL,NULL,NULL,NULL,"Correspondent member",NULL,112,139,94,148,104,129,123,133,144,158,167,137,112,132,129,124,NULL,94,NULL,NULL
32,"Canada","Canada",94.5915841409739,90.684603851464,100,93.3305738292054,694.482354446999,0.87591388739014,417.661853134999,0.749760093335096,58.779551182,0.98584068131854,86.657848442,0.934870973614582,26.116814115,0.987020002404875,105.66500714,0.907641070774534,39.607257349,0.974923643434744,74.0896211939999,0.983916668175455,0.3200563924,0.999864624180522,1503.3803633964,24124.16917,0.881505000341539,1.95,0.951002227171492,0.808,0.888030888030888,NULL,NULL,8,1,NULL,NULL,NULL,NULL,"Member body","Full member",7,11,1,11,30,127,16,58,30,23,15,19,69,16,9,11,NULL,1,NULL,NULL
33,"Central-African-Republic","Central African Republic",NULL,16.3597272781495,NULL,63.2944546783382,2600.180543959,0.19932961965977,264.082034117999,0.860752417298385,986.262224614999,0.651550640589847,602.047936991,0.403924695573287,364.311109297,0.747152363316488,528.9261695,0.344841456594446,333.11995212,0.559654503657766,259.441696107,0.929295224360447,0,1,5938.371666707,245.4343849,0.114127530767058,-1.38,0.209354120267261,0.248,0.167310167310167,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,176,NULL,182,184,63,177,184,176,177,151,163,1,166,172,147,NULL,NULL,NULL,NULL
34,"Chad","Chad",NULL,16.122830068361,NULL,65.4021128463196,965.808797628,0.779584256661723,406.527891755,0.757806620908793,797.481276095,0.719592441021508,366.868963465,0.646202153835526,373.502750881,0.740633100876197,552.165880799,0.313940202910298,728.684384375999,0,261.821085587,0.928594041550074,0.3845656011,0.999837338404643,4453.2455961871,166.0080155,0.048730061750777,-0.76,0.347438752783964,0.186,0.0875160875160875,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,177,NULL,179,88,123,160,153,177,181,187,164,73,172,135,152,NULL,NULL,NULL,NULL
35,"Chile","Chile",73.198588800609,69.2201076901186,62.5,90.6558505937119,807.317905128,0.835853630812466,380.012975074,0.776968983782729,193.132308777,0.937416284728786,124.191504436999,0.896204426867569,26.368151885,0.98684173861284,126.475899015,0.879969356571681,98.122819327,0.892134355206073,168.296310585,0.956154878111957,5.95094716099999,0.997482898739972,1929.868821389,5229.177098,0.625771552700388,1.12,0.766146993318485,0.65,0.684684684684685,NULL,NULL,5,0.625,NULL,NULL,NULL,NULL,"Member body",NULL,51,43,59,45,54,115,57,86,32,42,62,102,115,50,26,55,NULL,59,NULL,NULL
36,"China","China",71.8824896267378,43.3760502662501,100,85.6286954319418,1434.948574752,0.613024517918459,291.871349326999,0.840669045041944,664.871232584,0.767388715945158,71.852921974,0.950122762074446,129.412137903,0.913756775322454,238.971482031,0.730386837907899,75.648369966,0.923931771193089,124.509946909,0.969058291275876,4.151848771,0.998243872195435,3036.237864217,954.5522917,0.341301801905346,-0.09,0.496659242761693,0.478,0.463320463320463,NULL,NULL,8,1,NULL,NULL,NULL,NULL,"Member body","Full member",55,103,1,97,152,72,146,40,122,109,49,58,110,116,78,101,NULL,1,NULL,NULL
37,"Colombia","Colombia",73.2736288255563,49.7593023944227,87.5,90.3567838935408,1143.290568143,0.716572508841293,188.267685007,0.915543540581728,263.204518706,0.912160349947372,62.172953039,0.960094904713166,25.037507294,0.98778551141166,147.02725457,0.852642741219729,144.543859642,0.826456700295089,89.904374909,0.979256214916987,43.505942449,0.981598078491646,2106.954663759,2472.197776,0.500469549456343,-0.28,0.4543429844098,0.536,0.537966537966538,NULL,NULL,7,0.875,NULL,NULL,NULL,NULL,"Member body","Associate member",50,87,51,47,122,44,79,28,26,64,93,29,168,75,95,87,NULL,51,NULL,NULL
38,"Comoros","Comoros",27.8555827873264,21.1038582376599,12.5,81.9341350465999,840.848870575,0.823949057555218,341.527420096,0.804782541666609,457.911891863,0.841982504509128,292.978878132999,0.722322488050005,217.202026397,0.851490931134999,276.647647843,0.680289797431637,242.420099676,0.687978935184331,143.921817653,0.963337802807186,4.87476718299999,0.997938095854877,2818.333419419,372.1890023,0.183769815087275,-1.25,0.238307349665924,NULL,NULL,NULL,NULL,1,0.125,NULL,NULL,NULL,NULL,"Subsciber member",NULL,134,170,125,116,66,94,116,130,150,121,129,75,111,149,169,NULL,NULL,125,NULL,NULL
39,"Congo","Congo",NULL,31.7817150014108,NULL,71.4018232498445,1814.723201096,0.478192287462634,263.516325504,0.861161255609016,896.527338773,0.683893539818221,510.97040996,0.49775124572379,242.894561961,0.833268246909606,389.571581036,0.530137712420199,312.192272395,0.58926351107637,180.711329449,0.952496293466166,0,1,4611.107020174,1035.584462,0.354929925017459,-1.32,0.22271714922049,0.41,0.375804375804376,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,136,NULL,170,169,62,167,177,155,159,146,113,1,112,170,115,NULL,NULL,NULL,NULL
40,"Costa-Rica","Costa Rica",74.4264115220902,58.5221432687872,75,93.9290118319708,974.946469068999,0.776340088841921,155.267957598,0.939392484139049,264.462409541,0.911706971797559,83.236803766,0.938395276813444,23.397190671,0.988948922153124,74.9421655199999,0.948492452729455,46.000379371,0.96587849366827,57.8278384639999,0.988708856512896,10.053745063,0.99574751822165,1690.134959063,4062.322308,0.583538624824356,0.25,0.572383073496659,0.584,0.5997425997426,NULL,NULL,6,0.75,NULL,NULL,NULL,NULL,"Member body","Pre-associate",49,62,56,8,90,29,81,54,23,5,21,8,131,62,60,75,NULL,56,NULL,NULL
41,"Ivory-Coast","Ivory Coast",42.2558729869871,27.8081179414174,37.5,72.35330450627,1327.908225358,0.651027291290925,415.972759947,0.75098080305807,572.58028537,0.800652889375873,403.653411195,0.608307428954352,205.985689535999,0.859446228667799,438.681291415999,0.4648377782135,420.676264912,0.435777631062713,220.488314517,0.940774404968063,0.01666771965,0.999992949973005,4005.96290997065,648.8107641,0.276722606556781,-0.88,0.320712694877506,0.302,0.236808236808237,NULL,NULL,3,0.375,NULL,NULL,NULL,NULL,"Correspondent member",NULL,117,151,94,164,143,126,136,159,147,171,166,141,49,126,151,135,NULL,94,NULL,NULL
42,"Croatia","Croatia",83.016568112673,63.1239331507722,100,90.6359051128373,1026.09731257,0.758179891081132,490.654818714,0.697007987397995,119.096843991,0.964100684607731,62.416307628,0.959844204872125,18.915672263,0.992127483280181,129.890185780999,0.875429466202599,66.377554322,0.937048354244185,108.63164207,0.973737472429085,0.5770648841,0.999755916040323,2022.6574022231,4919.628069,0.615565199666586,0.31,0.585746102449889,0.656,0.692406692406692,NULL,NULL,8,1,NULL,NULL,NULL,NULL,"Member body","Full member",34,54,1,46,101,149,40,29,13,49,42,44,78,53,56,50,NULL,1,NULL,NULL
43,"Cuba","Cuba",72.8950660212291,56.042750130459,75,92.1538955800496,811.731722206,0.834286583516074,365.299079567,0.787602734149983,174.202548806,0.944239086289345,74.977200711,0.946904182199066,25.933622965,0.987149932534621,106.569530908,0.906438348500635,66.503655398,0.936869943271548,139.363482594,0.96468109957056,33.858529059,0.985678692172628,1798.439372214,2749.463492,0.51824896448825,-0.23,0.465478841870824,0.66,0.697554697554698,NULL,NULL,6,0.75,NULL,NULL,NULL,NULL,"Member body","Pre-associate",52,67,56,29,57,105,55,42,29,25,43,70,163,74,91,48,NULL,56,NULL,NULL
44,"Cyprus","Cyprus",83.7947926451856,75.5759866074938,87.5,88.9732005730415,1357.70477354499,0.640448556501262,409.597111866,0.7555884917623,132.39501277,0.959307662042367,66.690531094,0.955440971105681,20.798042533,0.99079239360248,194.89240367,0.788997668527611,53.865311202,0.95475099038119,147.574755829,0.962261317650849,0,1,2383.51794250899,14307.35353,0.794121744220635,1.07,0.755011135857461,0.676,0.718146718146718,NULL,NULL,7,0.875,NULL,NULL,NULL,NULL,"Member body","Associate member",33,29,51,60,146,124,44,35,19,89,29,78,1,29,27,40,NULL,51,NULL,NULL
